ENCFF603OCV.bed.gz,YY1  
ENCFF696YDM.bed.gz,H4K20me1  
ENCFF001TTI.bed.gz,POLR2A  
ENCFF012EVI.bed.gz,H3K27me3  
ENCFF056INK.bed.gz,H3K4me3  
ENCFF001VCY.bed.gz,H3K27me3  
ENCFF065UTR.bed.gz,H3K4me1  
ENCFF001STQ.bed.gz,H2AFZ  
ENCFF582QLD.bed.gz,H3K27ac  
ENCFF159YTP.bed.gz,H3K36me3  
ENCFF408FUU.bed.gz,H3K4me2  
ENCFF921WSE.bed.gz,H3K36me3  
ENCFF141UVB.bed.gz,H3K4me1  
ENCFF572RUJ.bed.gz,H3K27me3  
ENCFF348OWQ.bed.gz,H3K36me3  
ENCFF851UWZ.bed.gz,H3K4me3  
ENCFF396HIC.bed.gz,H3K4me3  
ENCFF002EMT.bed.gz,H3K27ac  
ENCFF215TJZ.bed.gz,H3K4me1  
ENCFF355TTQ.bed.gz,H3K27me3  
ENCFF001SZO.bed.gz,H4K20me1  
ENCFF488LQE.bed.gz,H3K9me3  
ENCFF001WWZ.bed.gz,H3K4me3  
ENCFF724RDJ.bed.gz,POLR2AphosphoS5  
ENCFF541ZTA.bed.gz,H2AFZ  
ENCFF001WVU.bed.gz,H3K4me3  
ENCFF930MUR.bed.gz,POLR2A  
ENCFF829SEK.bed.gz,H3K27me3  
ENCFF846YGT.bed.gz,RAD21  
ENCFF734YMW.bed.gz,H3K4me2  
ENCFF933QCE.bed.gz,H3K27me3  
ENCFF732VYR.bed.gz,H3K36me3  
ENCFF505EDN.bed.gz,H3K4me1  
ENCFF942ICY.bed.gz,H3K4me3  
ENCFF473DJX.bed.gz,H3K36me3  
ENCFF088KCI.bed.gz,H3K4me1  
ENCFF672WBV.bed.gz,H3K4me2  
ENCFF972XFZ.bed.gz,H3K27ac  
ENCFF569JKC.bed.gz,H3K27ac  
ENCFF872UOE.bed.gz,H3K36me3  
ENCFF012JHM.bed.gz,H3K9ac  
ENCFF786APV.bed.gz,H3K4me3  
ENCFF132HGO.bed.gz,H4K20me1  
ENCFF487VBA.bed.gz,H3K36me3  
ENCFF002CQI.bed.gz,POLR2A  
ENCFF811YTI.bed.gz,H3K4me3  
ENCFF103GMH.bed.gz,H3K79me2  
ENCFF810YDJ.bed.gz,H3K27me3  
ENCFF256WQS.bed.gz,H4K20me1  
ENCFF908HDQ.bed.gz,EP300  
ENCFF416DTW.bed.gz,H3K4me3  
ENCFF555ZPF.bed.gz,H3K4me3  
ENCFF002CJV.bed.gz,YY1  
ENCFF977KKU.bed.gz,H3K36me3  
ENCFF872LJQ.bed.gz,H3K4me3  
ENCFF011UPW.bed.gz,H3K4me1  
ENCFF001XCA.bed.gz,H3K4me3  
ENCFF719CVP.bed.gz,H4K20me1  
ENCFF230TOD.bed.gz,H3K36me3  
ENCFF067DZR.bed.gz,H3K4me3  
ENCFF001VEY.bed.gz,EP300  
ENCFF348RKZ.bed.gz,H3K9me3  
ENCFF255EYP.bed.gz,H3K36me3  
ENCFF001XIZ.bed.gz,H3K4me3  
ENCFF966MEW.bed.gz,H3K27me3  
ENCFF977XUO.bed.gz,H3K27me3  
ENCFF975TXL.bed.gz,H3K27me3  
ENCFF354CNQ.bed.gz,H3K9me3  
ENCFF441VLM.bed.gz,H3K9ac  
ENCFF159NUN.bed.gz,H3K4me3  
ENCFF001WXB.bed.gz,H3K4me3  
ENCFF750HXC.bed.gz,H3K27ac  
ENCFF001WVP.bed.gz,H3K4me3  
ENCFF286HZT.bed.gz,POLR2A  
ENCFF593YIL.bed.gz,H3K79me2  
ENCFF460VIH.bed.gz,H3K4me3  
ENCFF427REZ.bed.gz,H3K4me3  
ENCFF740JKA.bed.gz,H3K36me3  
ENCFF001XHL.bed.gz,H3K4me3  
ENCFF105FFS.bed.gz,H3K4me3  
ENCFF804UOE.bed.gz,H3K4me1  
ENCFF002ENR.bed.gz,RAD21  
ENCFF609NRK.bed.gz,H4K20me1  
ENCFF656JPY.bed.gz,H3K4me3  
ENCFF401WAT.bed.gz,H3K4me1  
ENCFF001WVG.bed.gz,H3K4me3  
ENCFF142JXZ.bed.gz,H3K4me1  
ENCFF061QPF.bed.gz,RAD21  
ENCFF481GCE.bed.gz,H3K9me3  
ENCFF391EAT.bed.gz,H3K4me3  
ENCFF153PUO.bed.gz,H3K27me3  
ENCFF771KCK.bed.gz,H4K20me1  
ENCFF379PVI.bed.gz,H3K27me3  
ENCFF146CVU.bed.gz,H3K4me3  
ENCFF565RPQ.bed.gz,H3K4me2  
ENCFF298ETJ.bed.gz,H3K27me3  
ENCFF547STR.bed.gz,H3K4me1  
ENCFF001WVI.bed.gz,H3K4me3  
ENCFF074JIX.bed.gz,H3K36me3  
ENCFF324OUK.bed.gz,H3K4me1  
ENCFF185KMX.bed.gz,H3K27ac  
ENCFF086YFF.bed.gz,YY1  
ENCFF405GTR.bed.gz,H3K4me3  
ENCFF162EWD.bed.gz,H3K4me3  
ENCFF659LQH.bed.gz,H3K4me1  
ENCFF016QQU.bed.gz,H3K9ac  
ENCFF001WZT.bed.gz,H3K27me3  
ENCFF360OBA.bed.gz,H3K4me1  
ENCFF593ANS.bed.gz,H3K27me3  
ENCFF904WMR.bed.gz,H3K27me3  
ENCFF881DQO.bed.gz,H3K4me3  
ENCFF999GRI.bed.gz,H3K9me3  
ENCFF583GAN.bed.gz,H3K36me3  
ENCFF743RXB.bed.gz,H3K4me3  
ENCFF937VZI.bed.gz,POLR2A  
ENCFF599FDC.bed.gz,H3K79me2  
ENCFF623DWL.bed.gz,H3K27me3  
ENCFF958QAL.bed.gz,H3K9me3  
ENCFF885LXS.bed.gz,H4K20me1  
ENCFF001SUP.bed.gz,H3K9me3  
ENCFF002CFX.bed.gz,POLR2A  
ENCFF152XWD.bed.gz,H3K4me1  
ENCFF980TNC.bed.gz,H3K27ac  
ENCFF358YUN.bed.gz,H3K4me3  
ENCFF102WOD.bed.gz,H3K9me3  
ENCFF659LZZ.bed.gz,H3K4me2  
ENCFF001STS.bed.gz,H3K4me2  
ENCFF213AYD.bed.gz,H4K20me1  
ENCFF659KQT.bed.gz,H3K36me3  
ENCFF149ZPQ.bed.gz,H3K27ac  
ENCFF901VZE.bed.gz,POLR2AphosphoS5  
ENCFF001VIZ.bed.gz,EP300  
ENCFF769MUQ.bed.gz,H3K4me2  
ENCFF001XJJ.bed.gz,H3K27me3  
ENCFF001VKT.bed.gz,POLR2A  
ENCFF051ITR.bed.gz,REST  
ENCFF001SYN.bed.gz,H3K4me2  
ENCFF092UZN.bed.gz,H3K9me3  
ENCFF085JHT.bed.gz,H3K9ac  
ENCFF247YHM.bed.gz,H3K4me3  
ENCFF507SNM.bed.gz,H3K4me1  
ENCFF001WZR.bed.gz,H3K27me3  
ENCFF586IIZ.bed.gz,H3K27me3  
ENCFF569UMV.bed.gz,H3K36me3  
ENCFF386FNQ.bed.gz,POLR2A  
ENCFF804VOG.bed.gz,H3K9me3  
ENCFF863QKB.bed.gz,H3K4me1  
ENCFF001WZP.bed.gz,H3K27me3  
ENCFF437UHY.bed.gz,H3K4me3  
ENCFF001WUX.bed.gz,H3K27ac  
ENCFF001VQM.bed.gz,POLR2A  
ENCFF792HSD.bed.gz,H3K4me3  
ENCFF176OCS.bed.gz,H4K20me1  
ENCFF305ASW.bed.gz,H3K27me3  
ENCFF982ERU.bed.gz,H3K4me3  
ENCFF432HHV.bed.gz,H3K9me3  
ENCFF019PED.bed.gz,H3K4me2  
ENCFF542EFH.bed.gz,H3K27me3  
ENCFF781JQJ.bed.gz,H3K27ac  
ENCFF001UDD.bed.gz,YY1  
ENCFF001XIP.bed.gz,H3K27me3  
ENCFF611DJB.bed.gz,H3K4me3  
ENCFF252YMA.bed.gz,POLR2A  
ENCFF001SXY.bed.gz,H3K36me3  
ENCFF285MWK.bed.gz,H3K27ac  
ENCFF529HJK.bed.gz,POLR2AphosphoS5  
ENCFF389DLX.bed.gz,POLR2A  
ENCFF710DZP.bed.gz,H3K4me3  
ENCFF669ZUC.bed.gz,POLR2AphosphoS5  
ENCFF386SNL.bed.gz,H3K27me3  
ENCFF024WGB.bed.gz,H3K4me3  
ENCFF582JWP.bed.gz,H3K4me3  
ENCFF187JTO.bed.gz,H3K4me3  
ENCFF001XBS.bed.gz,H3K4me3  
ENCFF542FYO.bed.gz,H2AFZ  
ENCFF150DOE.bed.gz,H3K27me3  
ENCFF956ZGX.bed.gz,H3K27me3  
ENCFF188XRD.bed.gz,REST  
ENCFF002CQO.bed.gz,POLR2A  
ENCFF437IMI.bed.gz,H3K27me3  
ENCFF001XAZ.bed.gz,H3K4me3  
ENCFF147JUY.bed.gz,POLR2A  
ENCFF523QBW.bed.gz,H3K36me3  
ENCFF966ETE.bed.gz,H3K4me3  
ENCFF739ZCZ.bed.gz,H3K4me1  
ENCFF120BYA.bed.gz,H3K36me3  
ENCFF198IAG.bed.gz,RAD21  
ENCFF957LFB.bed.gz,H3K36me3  
ENCFF465IAV.bed.gz,H3K27me3  
ENCFF876PGA.bed.gz,H3K27ac  
ENCFF217HHI.bed.gz,H2AFZ  
ENCFF422OZA.bed.gz,POLR2A  
ENCFF089DNN.bed.gz,YY1  
ENCFF195CYT.bed.gz,RAD21  
ENCFF683CXO.bed.gz,H3K27me3  
ENCFF059BSA.bed.gz,H3K4me2  
ENCFF106JDV.bed.gz,H3K36me3  
ENCFF631QOE.bed.gz,H3K4me3  
ENCFF761ORT.bed.gz,EP300  
ENCFF797IUD.bed.gz,H4K20me1  
ENCFF067WXD.bed.gz,EP300  
ENCFF965RDK.bed.gz,H3K9me3  
ENCFF001WXG.bed.gz,H3K27me3  
ENCFF911KAH.bed.gz,H3K36me3  
ENCFF523QIY.bed.gz,H3K4me3  
ENCFF042DHH.bed.gz,H3K4me3  
ENCFF867EKS.bed.gz,H3K27me3  
ENCFF101IAE.bed.gz,H3K27me3  
ENCFF591LRS.bed.gz,POLR2A  
ENCFF362BKF.bed.gz,H3K4me1  
ENCFF942RGZ.bed.gz,H3K4me1  
ENCFF634RUG.bed.gz,H3K4me3  
ENCFF001TZZ.bed.gz,POLR2A  
ENCFF908TKC.bed.gz,H3K9me3  
ENCFF001WWF.bed.gz,H3K36me3  
ENCFF086IAI.bed.gz,H3K36me3  
ENCFF548KLU.bed.gz,H4K20me1  
ENCFF042TKH.bed.gz,H3K4me3  
ENCFF050JYN.bed.gz,POLR2A  
ENCFF199ORK.bed.gz,H3K27me3  
ENCFF001WZU.bed.gz,H3K27me3  
ENCFF795UEA.bed.gz,H3K27me3  
ENCFF866JSO.bed.gz,H3K27ac  
ENCFF780DOS.bed.gz,H3K36me3  
ENCFF332OXV.bed.gz,RAD21  
ENCFF001UNH.bed.gz,REST  
ENCFF513TIX.bed.gz,H3K9me3  
ENCFF001TXV.bed.gz,REST  
ENCFF001TDC.bed.gz,H3K27ac  
ENCFF484III.bed.gz,H3K36me3  
ENCFF063EAI.bed.gz,H3K4me3  
ENCFF316XNP.bed.gz,H3K4me3  
ENCFF122ILD.bed.gz,H3K27ac  
ENCFF001XDT.bed.gz,H3K4me3  
ENCFF562DAR.bed.gz,H3K4me3  
ENCFF332QCK.bed.gz,H3K9me3  
ENCFF001XJR.bed.gz,H3K4me3  
ENCFF333BCC.bed.gz,H3K27me3  
ENCFF001XIL.bed.gz,H3K4me3  
ENCFF899NZY.bed.gz,H3K27me3  
ENCFF639DYE.bed.gz,H3K27me3  
ENCFF331RWP.bed.gz,H4K20me1  
ENCFF494HET.bed.gz,POLR2AphosphoS5  
ENCFF411LQN.bed.gz,H3K9ac  
ENCFF998UVE.bed.gz,H3K79me2  
ENCFF001SVW.bed.gz,H3K27ac  
ENCFF777OYI.bed.gz,H4K20me1  
ENCFF781VNQ.bed.gz,H3K27me3  
ENCFF402UYK.bed.gz,POLR2AphosphoS5  
ENCFF569TYE.bed.gz,H3K27ac  
ENCFF001XIR.bed.gz,H3K36me3  
ENCFF805TIP.bed.gz,H3K4me1  
ENCFF626IPZ.bed.gz,H3K36me3  
ENCFF824FEO.bed.gz,H4K20me1  
ENCFF781ZDN.bed.gz,H3K27me3  
ENCFF001SUJ.bed.gz,H3K36me3  
ENCFF780HOE.bed.gz,H3K36me3  
ENCFF001TTK.bed.gz,RAD21  
ENCFF001UDF.bed.gz,REST  
ENCFF662ITY.bed.gz,H2AFZ  
ENCFF141EWQ.bed.gz,H3K4me1  
ENCFF305TNC.bed.gz,H3K4me3  
ENCFF287TDH.bed.gz,H3K9me3  
ENCFF001XIK.bed.gz,H3K4me3  
ENCFF807YPG.bed.gz,POLR2AphosphoS5  
ENCFF402BJJ.bed.gz,H3K4me3  
ENCFF257ASO.bed.gz,H3K36me3  
ENCFF001SUW.bed.gz,H3K9me3  
ENCFF874QFO.bed.gz,H3K27me3  
ENCFF322QYX.bed.gz,H3K36me3  
ENCFF714QVX.bed.gz,H3K4me3  
ENCFF966WMA.bed.gz,H3K4me3  
ENCFF997EKH.bed.gz,H3K9me3  
ENCFF461OXZ.bed.gz,H3K9me3  
ENCFF580KUQ.bed.gz,H3K27me3  
ENCFF001WZM.bed.gz,H3K27me3  
ENCFF006NWN.bed.gz,H3K4me1  
ENCFF680SHJ.bed.gz,RAD21  
ENCFF190JXB.bed.gz,H3K9me3  
ENCFF223CXM.bed.gz,H3K27ac  
ENCFF217VAT.bed.gz,H3K36me3  
ENCFF001WVJ.bed.gz,H3K4me3  
ENCFF093DSS.bed.gz,H3K27ac  
ENCFF850WRZ.bed.gz,H3K36me3  
ENCFF240TZR.bed.gz,H4K20me1  
ENCFF243HQW.bed.gz,H3K27ac  
ENCFF001SSW.bed.gz,H3K4me3  
ENCFF492YTQ.bed.gz,H3K9me3  
ENCFF786JIQ.bed.gz,H3K27me3  
ENCFF188QAF.bed.gz,H3K9me3  
ENCFF049NZU.bed.gz,YY1  
ENCFF082IAX.bed.gz,H3K4me3  
ENCFF188QEA.bed.gz,POLR2A  
ENCFF016FSA.bed.gz,H2AFZ  
ENCFF800FGM.bed.gz,H3K4me3  
ENCFF956MAL.bed.gz,H3K27ac  
ENCFF448ABV.bed.gz,H3K27me3  
ENCFF740NDP.bed.gz,H3K9me3  
ENCFF611LFE.bed.gz,H4K20me1  
ENCFF002CHR.bed.gz,RAD21  
ENCFF603MCO.bed.gz,REST  
ENCFF777WGT.bed.gz,H3K36me3  
ENCFF002CQG.bed.gz,POLR2A  
ENCFF468LYO.bed.gz,POLR2A  
ENCFF517QVD.bed.gz,REST  
ENCFF164KXT.bed.gz,H3K9me3  
ENCFF916MXJ.bed.gz,H3K9me3  
ENCFF002CYQ.bed.gz,YY1  
ENCFF001UQZ.bed.gz,YY1  
ENCFF002CJY.bed.gz,REST  
ENCFF421XWT.bed.gz,H3K9ac  
ENCFF856JTO.bed.gz,H3K4me1  
ENCFF689ZZQ.bed.gz,H3K4me1  
ENCFF404BRA.bed.gz,H3K4me3  
ENCFF776TTR.bed.gz,H3K9ac  
ENCFF039LAR.bed.gz,POLR2AphosphoS5  
ENCFF975WVC.bed.gz,H3K4me1  
ENCFF140ZSH.bed.gz,H3K36me3  
ENCFF410YQK.bed.gz,H3K27me3  
ENCFF635LOI.bed.gz,H2AFZ  
ENCFF409EFR.bed.gz,H3K27ac  
ENCFF532PJX.bed.gz,POLR2A  
ENCFF048UFD.bed.gz,H3K9ac  
ENCFF978YAK.bed.gz,H3K79me2  
ENCFF659TLL.bed.gz,H3K27ac  
ENCFF761BNY.bed.gz,H3K4me3  
ENCFF278KEV.bed.gz,H2AFZ  
ENCFF090ODW.bed.gz,H3K27ac  
ENCFF148VPK.bed.gz,H3K4me1  
ENCFF727UPU.bed.gz,H3K4me3  
ENCFF656JTH.bed.gz,H3K9me3  
ENCFF353KHU.bed.gz,H3K27me3  
ENCFF002CLL.bed.gz,POLR2AphosphoS5  
ENCFF602ZHI.bed.gz,H4K20me1  
ENCFF350PQN.bed.gz,H3K4me2  
ENCFF585CSY.bed.gz,H4K20me1  
ENCFF001XHI.bed.gz,H3K27me3  
ENCFF698NOF.bed.gz,H3K36me3  
ENCFF074HCO.bed.gz,H3K36me3  
ENCFF001XHN.bed.gz,H3K4me3  
ENCFF650XWK.bed.gz,H4K20me1  
ENCFF578CDO.bed.gz,H3K27me3  
ENCFF475TMV.bed.gz,H3K36me3  
ENCFF449PIR.bed.gz,H2AFZ  
ENCFF279FQM.bed.gz,POLR2A  
ENCFF897DAT.bed.gz,YY1  
ENCFF193MSK.bed.gz,POLR2A  
ENCFF739KZZ.bed.gz,H3K4me3  
ENCFF274LUW.bed.gz,H3K4me3  
ENCFF023TNC.bed.gz,H3K4me1  
ENCFF509UZC.bed.gz,H3K9me3  
ENCFF362GSY.bed.gz,H3K4me3  
ENCFF001STE.bed.gz,H3K36me3  
ENCFF563BJS.bed.gz,H3K27me3  
ENCFF935XGO.bed.gz,H3K4me3  
ENCFF907LEC.bed.gz,H3K9me3  
ENCFF720ZIA.bed.gz,H3K36me3  
ENCFF002CMW.bed.gz,YY1  
ENCFF241ZPI.bed.gz,H3K9me3  
ENCFF429CCM.bed.gz,H3K4me3  
ENCFF515ANF.bed.gz,POLR2AphosphoS5  
ENCFF564ZYW.bed.gz,H3K36me3  
ENCFF745WFD.bed.gz,H3K27me3  
ENCFF120HJP.bed.gz,H3K79me2  
ENCFF001XDL.bed.gz,H3K4me3  
ENCFF837MEB.bed.gz,H3K9me3  
ENCFF712RJX.bed.gz,H3K36me3  
ENCFF590YIB.bed.gz,H3K27ac  
ENCFF397BNF.bed.gz,H3K9me3  
ENCFF281VPG.bed.gz,H3K4me1  
ENCFF331TPT.bed.gz,H3K27me3  
ENCFF031VWY.bed.gz,H3K36me3  
ENCFF433LTF.bed.gz,POLR2AphosphoS5  
ENCFF564QIG.bed.gz,H3K4me1  
ENCFF549HCO.bed.gz,H3K9me3  
ENCFF952IGV.bed.gz,H3K9me3  
ENCFF132VSC.bed.gz,H3K4me3  
ENCFF001XCI.bed.gz,H3K27me3  
ENCFF001USI.bed.gz,POLR2A  
ENCFF555SIH.bed.gz,H3K27ac  
ENCFF693MMT.bed.gz,H3K9me3  
ENCFF029AGK.bed.gz,REST  
ENCFF057XVG.bed.gz,H3K36me3  
ENCFF100IXL.bed.gz,H3K27ac  
ENCFF001VGM.bed.gz,POLR2A  
ENCFF287YKR.bed.gz,H3K79me2  
ENCFF037UTE.bed.gz,H3K9me3  
ENCFF983MAR.bed.gz,H3K9me3  
ENCFF605RZQ.bed.gz,H3K4me3  
ENCFF657VHK.bed.gz,H4K20me1  
ENCFF001TVY.bed.gz,YY1  
ENCFF714OKK.bed.gz,H3K27me3  
ENCFF681NQM.bed.gz,H3K27ac  
ENCFF001WVY.bed.gz,H3K4me3  
ENCFF002COG.bed.gz,RAD21  
ENCFF001XAT.bed.gz,H3K4me3  
ENCFF886EWJ.bed.gz,H3K4me3  
ENCFF849JNQ.bed.gz,H3K27ac  
ENCFF850YVI.bed.gz,H3K4me1  
ENCFF342CEE.bed.gz,H4K20me1  
ENCFF868IFT.bed.gz,H3K27ac  
ENCFF851EOI.bed.gz,REST  
ENCFF686GFT.bed.gz,POLR2AphosphoS5  
ENCFF281VBW.bed.gz,POLR2A  
ENCFF621APS.bed.gz,REST  
ENCFF209UOQ.bed.gz,H3K4me3  
ENCFF392PEN.bed.gz,H3K4me1  
ENCFF940QJC.bed.gz,H3K27me3  
ENCFF585KRM.bed.gz,H3K27me3  
ENCFF002CNZ.bed.gz,EP300  
ENCFF002CKV.bed.gz,EP300  
ENCFF794ILD.bed.gz,YY1  
ENCFF457PQQ.bed.gz,H3K4me2  
ENCFF582CYX.bed.gz,H3K4me3  
ENCFF034TFR.bed.gz,H3K4me3  
ENCFF001UOY.bed.gz,POLR2AphosphoS5  
ENCFF188ZPE.bed.gz,H3K4me3  
ENCFF346QTP.bed.gz,H3K9me3  
ENCFF249MLW.bed.gz,H3K4me3  
ENCFF841TJP.bed.gz,H3K4me3  
ENCFF574IYG.bed.gz,H3K27ac  
ENCFF711SWW.bed.gz,H3K27ac  
ENCFF286MSB.bed.gz,H3K4me1  
ENCFF001WUU.bed.gz,H3K9me3  
ENCFF561NEF.bed.gz,H3K27ac  
ENCFF095ERP.bed.gz,H3K4me2  
ENCFF625WEN.bed.gz,H3K9me3  
ENCFF146FBX.bed.gz,H3K4me3  
ENCFF307QJK.bed.gz,H3K27ac  
ENCFF127RBS.bed.gz,H3K9me3  
ENCFF535BIM.bed.gz,H2AFZ  
ENCFF180JCR.bed.gz,H3K4me1  
ENCFF557DSM.bed.gz,YY1  
ENCFF574HTU.bed.gz,H3K4me3  
ENCFF339QYM.bed.gz,H3K27me3  
ENCFF607IDG.bed.gz,H3K4me3  
ENCFF696LBE.bed.gz,H3K9me3  
ENCFF446QIR.bed.gz,POLR2A  
ENCFF879HIG.bed.gz,POLR2AphosphoS5  
ENCFF456NCE.bed.gz,H3K36me3  
ENCFF161GCD.bed.gz,H3K27ac  
ENCFF273KZJ.bed.gz,H3K36me3  
ENCFF001STM.bed.gz,H3K27ac  
ENCFF044JNJ.bed.gz,H3K27ac  
ENCFF096DCP.bed.gz,H4K20me1  
ENCFF252GFI.bed.gz,H3K27me3  
ENCFF002CNA.bed.gz,REST  
ENCFF542GBR.bed.gz,H3K4me3  
ENCFF602AQO.bed.gz,H3K36me3  
ENCFF708IKN.bed.gz,H3K4me3  
ENCFF497LQR.bed.gz,H3K36me3  
ENCFF764MNB.bed.gz,EP300  
ENCFF921UUS.bed.gz,H3K27me3  
ENCFF001UDE.bed.gz,REST  
ENCFF790DLJ.bed.gz,H3K4me1  
ENCFF868DFG.bed.gz,POLR2AphosphoS5  
ENCFF627VKQ.bed.gz,H3K4me3  
ENCFF872MIT.bed.gz,H3K9me3  
ENCFF001TDE.bed.gz,H3K4me1  
ENCFF145DZX.bed.gz,H3K4me3  
ENCFF371YNT.bed.gz,H3K9me3  
ENCFF001TXS.bed.gz,REST  
ENCFF001SWN.bed.gz,H3K4me2  
ENCFF015JNC.bed.gz,H3K9ac  
ENCFF001XHS.bed.gz,H3K27me3  
ENCFF166GCJ.bed.gz,H2AFZ  
ENCFF958QPG.bed.gz,POLR2A  
ENCFF484QMJ.bed.gz,H3K4me3  
ENCFF757EBI.bed.gz,H3K9ac  
ENCFF372UFG.bed.gz,H3K27ac  
ENCFF002CXR.bed.gz,POLR2A  
ENCFF122YQX.bed.gz,H3K4me1  
ENCFF002CVF.bed.gz,POLR2A  
ENCFF805YPW.bed.gz,H2AFZ  
ENCFF001TAZ.bed.gz,H3K27ac  
ENCFF695EXZ.bed.gz,H3K9me3  
ENCFF301SIL.bed.gz,H3K27ac  
ENCFF663DKN.bed.gz,POLR2AphosphoS5  
ENCFF120VUT.bed.gz,POLR2A  
ENCFF717RXA.bed.gz,H3K9me3  
ENCFF238TOS.bed.gz,REST  
ENCFF001TTC.bed.gz,EP300  
ENCFF108ANP.bed.gz,H3K4me1  
ENCFF288TLV.bed.gz,H3K4me1  
ENCFF122XKF.bed.gz,H3K36me3  
ENCFF822PEG.bed.gz,H3K4me1  
ENCFF391RKI.bed.gz,H3K4me3  
ENCFF001WVN.bed.gz,H3K4me3  
ENCFF284OPQ.bed.gz,H3K4me3  
ENCFF725ZHU.bed.gz,H3K27me3  
ENCFF001TBI.bed.gz,H2AFZ  
ENCFF902FBW.bed.gz,H3K4me1  
ENCFF001XCL.bed.gz,H3K36me3  
ENCFF578UQN.bed.gz,H3K4me1  
ENCFF001SUV.bed.gz,H2AFZ  
ENCFF084MOE.bed.gz,H3K4me1  
ENCFF564UOD.bed.gz,H3K27me3  
ENCFF002CJC.bed.gz,EP300  
ENCFF001SZL.bed.gz,H3K9ac  
ENCFF441EPA.bed.gz,H3K9ac  
ENCFF137EGG.bed.gz,H3K9ac  
ENCFF902GTD.bed.gz,H3K36me3  
ENCFF001XJV.bed.gz,H3K4me3  
ENCFF111IAC.bed.gz,H3K9me3  
ENCFF863OXQ.bed.gz,H3K9ac  
ENCFF211PND.bed.gz,YY1  
ENCFF798SFE.bed.gz,POLR2A  
ENCFF403LVI.bed.gz,H3K4me1  
ENCFF677KJB.bed.gz,REST  
ENCFF123VNC.bed.gz,POLR2AphosphoS5  
ENCFF076OEB.bed.gz,POLR2AphosphoS5  
ENCFF252BLX.bed.gz,H3K27me3  
ENCFF001XBQ.bed.gz,H3K4me3  
ENCFF138IHN.bed.gz,H3K27me3  
ENCFF304VUK.bed.gz,H3K27me3  
ENCFF053JIF.bed.gz,H3K27me3  
ENCFF454ZUB.bed.gz,H3K9me3  
ENCFF001WVK.bed.gz,H3K4me3  
ENCFF418NCI.bed.gz,H3K9me3  
ENCFF461IOV.bed.gz,H3K9ac  
ENCFF026MIP.bed.gz,H3K27me3  
ENCFF001VCT.bed.gz,H3K9me3  
ENCFF868LJZ.bed.gz,H3K4me1  
ENCFF076VOI.bed.gz,H3K27ac  
ENCFF488DRS.bed.gz,H3K36me3  
ENCFF024YBM.bed.gz,H3K9me3  
ENCFF001SUZ.bed.gz,H3K36me3  
ENCFF477NKZ.bed.gz,YY1  
ENCFF001TDF.bed.gz,H3K4me2  
ENCFF063DHX.bed.gz,H3K79me2  
ENCFF772NYW.bed.gz,H3K27ac  
ENCFF038ZYP.bed.gz,H3K4me3  
ENCFF608QRR.bed.gz,H3K4me1  
ENCFF926ROB.bed.gz,H3K4me1  
ENCFF945IAD.bed.gz,H3K4me1  
ENCFF665YYQ.bed.gz,H3K4me3  
ENCFF523IYN.bed.gz,H3K9me3  
ENCFF427XJF.bed.gz,RAD21  
ENCFF741GJD.bed.gz,H3K4me2  
ENCFF901YLR.bed.gz,H3K36me3  
ENCFF956QVQ.bed.gz,POLR2A  
ENCFF922EIA.bed.gz,H3K36me3  
ENCFF624XKD.bed.gz,RAD21  
ENCFF719OMW.bed.gz,REST  
ENCFF590BHP.bed.gz,H4K20me1  
ENCFF692XAU.bed.gz,H3K9me3  
ENCFF001XCO.bed.gz,H3K36me3  
ENCFF603LUX.bed.gz,H3K36me3  
ENCFF758NBC.bed.gz,H3K4me3  
ENCFF363QLG.bed.gz,H3K79me2  
ENCFF735VKB.bed.gz,H3K27me3  
ENCFF914DPL.bed.gz,H3K9me3  
ENCFF996XLM.bed.gz,H3K9me3  
ENCFF394MUV.bed.gz,H3K4me1  
ENCFF475RVT.bed.gz,H3K36me3  
ENCFF727GSV.bed.gz,H3K27ac  
ENCFF030KRF.bed.gz,H3K27me3  
ENCFF659GXL.bed.gz,H3K9me3  
ENCFF749UWE.bed.gz,H3K27me3  
ENCFF965SMD.bed.gz,H3K36me3  
ENCFF183BTU.bed.gz,H3K4me1  
ENCFF152UAP.bed.gz,H3K27ac  
ENCFF232UTN.bed.gz,H3K4me1  
ENCFF631BJM.bed.gz,H3K27ac  
ENCFF190LQL.bed.gz,H3K9me3  
ENCFF375BQH.bed.gz,H3K9me3  
ENCFF702CFZ.bed.gz,H3K27ac  
ENCFF897QST.bed.gz,H3K9ac  
ENCFF544TJM.bed.gz,H3K4me1  
ENCFF442VPE.bed.gz,H3K27me3  
ENCFF908ZPP.bed.gz,H3K9me3  
ENCFF071MGJ.bed.gz,H3K9me3  
ENCFF800RTH.bed.gz,RAD21  
ENCFF001WVX.bed.gz,H3K4me3  
ENCFF001UHE.bed.gz,POLR2A  
ENCFF282VMF.bed.gz,H3K27ac  
ENCFF533JQH.bed.gz,H3K9me3  
ENCFF175VLC.bed.gz,H3K9me3  
ENCFF020PNT.bed.gz,H3K4me3  
ENCFF995PNE.bed.gz,H3K27me3  
ENCFF714WBE.bed.gz,H3K36me3  
ENCFF001XCR.bed.gz,H3K4me3  
ENCFF712EKH.bed.gz,H3K36me3  
ENCFF002CIN.bed.gz,POLR2AphosphoS5  
